,mean x,max x,min x,median x,std x,skew x,kurtosis x,variance x,sum x,mean y,max y,min y,median y,std y,skew y,kurtosis y,variance y,sum y,mean z,max z,min z,median z,std z,skew z,kurtosis z,variance z,sum z,mean absolute,max absolute,min absolute,median absolute,std absolute,skew absolute,kurtosis absolute,variance absolute,sum absolute
0,4.728858647798861,20.053348846,-4.9505951844,3.4001493531,4.96678744392262,0.6923327280697079,0.11812253795999483,24.66897751310739,2364.42932389943,-1.5139292080116338,4.7871051636,-13.752022521999999,-0.31961535632000004,3.8272671798590703,-0.9469657232466517,0.16645076962541427,14.6479740660264,-756.9646040058169,7.665245639665054,24.423211669999997,-0.8327782288000007,7.361826004199999,5.9745800762339165,0.5376896682570057,-0.6086111976609705,35.695607087331275,3832.622819832527,10.1800821831904,29.882960492000002,1.4086216114,8.3797445008,7.437919594292433,0.8669305419315214,-0.2471962545815236,55.32264789115931,5090.0410915952
1,4.728858647798861,20.053348846,-4.9505951844,3.4001493531,4.96678744392262,0.6923327280697079,0.11812253795999483,24.66897751310739,2364.42932389943,-1.5139292080116338,4.7871051636,-13.752022521999999,-0.31961535632000004,3.8272671798590703,-0.9469657232466517,0.16645076962541427,14.6479740660264,-756.9646040058169,7.665245639665054,24.423211669999997,-0.8327782288000007,7.361826004199999,5.9745800762339165,0.5376896682570057,-0.6086111976609705,35.695607087331275,3832.622819832527,10.1800821831904,29.882960492000002,1.4086216114,8.3797445008,7.437919594292433,0.8669305419315214,-0.2471962545815236,55.32264789115931,5090.0410915952
2,4.728858647798861,20.053348846,-4.9505951844,3.4001493531,4.96678744392262,0.6923327280697079,0.11812253795999483,24.66897751310739,2364.42932389943,-1.5139292080116338,4.7871051636,-13.752022521999999,-0.31961535632000004,3.8272671798590703,-0.9469657232466517,0.16645076962541427,14.6479740660264,-756.9646040058169,7.665245639665054,24.423211669999997,-0.8327782288000007,7.361826004199999,5.9745800762339165,0.5376896682570057,-0.6086111976609705,35.695607087331275,3832.622819832527,10.1800821831904,29.882960492000002,1.4086216114,8.3797445008,7.437919594292433,0.8669305419315214,-0.2471962545815236,55.32264789115931,5090.0410915952
3,4.728858647798861,20.053348846,-4.9505951844,3.4001493531,4.96678744392262,0.6923327280697079,0.11812253795999483,24.66897751310739,2364.42932389943,-1.5139292080116338,4.7871051636,-13.752022521999999,-0.31961535632000004,3.8272671798590703,-0.9469657232466517,0.16645076962541427,14.6479740660264,-756.9646040058169,7.665245639665054,24.423211669999997,-0.8327782288000007,7.361826004199999,5.9745800762339165,0.5376896682570057,-0.6086111976609705,35.695607087331275,3832.622819832527,10.1800821831904,29.882960492000002,1.4086216114,8.3797445008,7.437919594292433,0.8669305419315214,-0.2471962545815236,55.32264789115931,5090.0410915952
4,7.389062405646651,17.987075684,-0.40757244872000004,6.2078008117,3.8678678187583797,0.8020351435922137,-0.10353983216567242,14.960401463386706,3694.5312028233257,-3.61694280871528,1.5000007323999998,-9.568611968999999,-3.0282926328999995,2.414038673312867,-0.63826804774697,-0.14076008615830515,5.827582716250148,-1808.47140435764,4.760928019244466,14.931030759999999,-1.7106427002000006,4.2064775848,3.427769459343713,0.6048692204387836,-0.06840535381013879,11.74960346640949,2380.4640096222333,10.047447173811799,22.171479526,1.08498532586,8.4244897154,4.72667856429797,0.7097109677562813,-0.4490367784725642,22.34149025019392,5023.7235869058995
5,7.389062405646651,17.987075684,-0.40757244872000004,6.2078008117,3.8678678187583797,0.8020351435922137,-0.10353983216567242,14.960401463386706,3694.5312028233257,-3.61694280871528,1.5000007323999998,-9.568611968999999,-3.0282926328999995,2.414038673312867,-0.63826804774697,-0.14076008615830515,5.827582716250148,-1808.47140435764,4.760928019244466,14.931030759999999,-1.7106427002000006,4.2064775848,3.427769459343713,0.6048692204387836,-0.06840535381013879,11.74960346640949,2380.4640096222333,10.047447173811799,22.171479526,1.08498532586,8.4244897154,4.72667856429797,0.7097109677562813,-0.4490367784725642,22.34149025019392,5023.7235869058995
6,7.389062405646651,17.987075684,-0.40757244872000004,6.2078008117,3.8678678187583797,0.8020351435922137,-0.10353983216567242,14.960401463386706,3694.5312028233257,-3.61694280871528,1.5000007323999998,-9.568611968999999,-3.0282926328999995,2.414038673312867,-0.63826804774697,-0.14076008615830515,5.827582716250148,-1808.47140435764,4.760928019244466,14.931030759999999,-1.7106427002000006,4.2064775848,3.427769459343713,0.6048692204387836,-0.06840535381013879,11.74960346640949,2380.4640096222333,10.047447173811799,22.171479526,1.08498532586,8.4244897154,4.72667856429797,0.7097109677562813,-0.4490367784725642,22.34149025019392,5023.7235869058995
7,7.389062405646651,17.987075684,-0.40757244872000004,6.2078008117,3.8678678187583797,0.8020351435922137,-0.10353983216567242,14.960401463386706,3694.5312028233257,-3.61694280871528,1.5000007323999998,-9.568611968999999,-3.0282926328999995,2.414038673312867,-0.63826804774697,-0.14076008615830515,5.827582716250148,-1808.47140435764,4.760928019244466,14.931030759999999,-1.7106427002000006,4.2064775848,3.427769459343713,0.6048692204387836,-0.06840535381013879,11.74960346640949,2380.4640096222333,10.047447173811799,22.171479526,1.08498532586,8.4244897154,4.72667856429797,0.7097109677562813,-0.4490367784725642,22.34149025019392,5023.7235869058995
8,5.109400367198607,30.827913023999997,-2.8391759032,2.0038679350999997,7.250065274020337,1.6726762125558152,2.085780383847174,52.56344647755559,2554.7001835993033,-0.5445063132835005,7.798902099599999,-32.51340802,2.5149201964,8.301560190824668,-2.3646810399092373,4.946167582268915,68.9159016018849,-272.25315664175025,5.418119821772802,25.202940216,-7.2379286498,2.8539352110899996,8.24127625715239,0.7408353376950059,-0.4963453466401955,67.91863434670368,2709.0599108864008,11.978475022611201,43.918914366,1.7997002186,7.338383294800001,10.173752676604243,1.265448667955892,0.7542541146297013,103.50524352471201,5989.2375113056005
9,5.109400367198607,30.827913023999997,-2.8391759032,2.0038679350999997,7.250065274020337,1.6726762125558152,2.085780383847174,52.56344647755559,2554.7001835993033,-0.5445063132835005,7.798902099599999,-32.51340802,2.5149201964,8.301560190824668,-2.3646810399092373,4.946167582268915,68.9159016018849,-272.25315664175025,5.418119821772802,25.202940216,-7.2379286498,2.8539352110899996,8.24127625715239,0.7408353376950059,-0.4963453466401955,67.91863434670368,2709.0599108864008,11.978475022611201,43.918914366,1.7997002186,7.338383294800001,10.173752676604243,1.265448667955892,0.7542541146297013,103.50524352471201,5989.2375113056005
10,5.109400367198607,30.827913023999997,-2.8391759032,2.0038679350999997,7.250065274020337,1.6726762125558152,2.085780383847174,52.56344647755559,2554.7001835993033,-0.5445063132835005,7.798902099599999,-32.51340802,2.5149201964,8.301560190824668,-2.3646810399092373,4.946167582268915,68.9159016018849,-272.25315664175025,5.418119821772802,25.202940216,-7.2379286498,2.8539352110899996,8.24127625715239,0.7408353376950059,-0.4963453466401955,67.91863434670368,2709.0599108864008,11.978475022611201,43.918914366,1.7997002186,7.338383294800001,10.173752676604243,1.265448667955892,0.7542541146297013,103.50524352471201,5989.2375113056005
11,5.109400367198607,30.827913023999997,-2.8391759032,2.0038679350999997,7.250065274020337,1.6726762125558152,2.085780383847174,52.56344647755559,2554.7001835993033,-0.5445063132835005,7.798902099599999,-32.51340802,2.5149201964,8.301560190824668,-2.3646810399092373,4.946167582268915,68.9159016018849,-272.25315664175025,5.418119821772802,25.202940216,-7.2379286498,2.8539352110899996,8.24127625715239,0.7408353376950059,-0.4963453466401955,67.91863434670368,2709.0599108864008,11.978475022611201,43.918914366,1.7997002186,7.338383294800001,10.173752676604243,1.265448667955892,0.7542541146297013,103.50524352471201,5989.2375113056005
