"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.433444500E0,-4.396357727E-1,1.799857178E0,8.875343628E0,9.066669178E0
2.443482500E0,-4.763095093E-1,1.882335663E0,8.791218567E0,9.003087370E0
2.453519500E0,-1.704954529E-1,1.972448273E0,9.147028656E0,9.358832947E0
2.463557499E0,4.378395081E-1,1.926493835E0,9.831704865E0,1.002823526E1
2.473594500E0,1.165177002E0,1.785037994E0,1.058568695E1,1.079818347E1
2.483632499E0,1.886077881E0,1.648970947E0,1.126647125E1,1.154165367E1
2.493669500E0,2.536026306E0,1.628463593E0,1.161270126E1,1.199742280E1
2.503707500E0,3.042123871E0,1.742376709E0,1.139774826E1,1.192472472E1
2.513744500E0,3.222049713E0,1.977837067E0,1.067520081E1,1.132489983E1
2.523782500E0,2.930905151E0,2.295925598E0,9.872869263E0,1.055154144E1
2.533820500E0,2.224224701E0,2.567610626E0,9.212143250E0,9.818522450E0
2.543857500E0,1.343007202E0,2.584974518E0,8.817563782E0,9.286290575E0
2.553895500E0,4.517605591E-1,2.384691010E0,8.825796661E0,9.153443370E0
2.563932500E0,-2.158511353E-1,2.065704346E0,9.178014221E0,9.410083485E0
2.573970499E0,-6.565347290E-1,1.656305695E0,9.710157623E0,9.872261518E0
2.584007500E0,-9.583071899E-1,1.204694824E0,1.030951126E1,1.042380280E1
2.594045499E0,-1.168170776E0,8.229885864E-1,1.087518494E1,1.096866357E1
2.604082500E0,-1.355581055E0,4.641847229E-1,1.118189713E1,1.127332652E1
2.614120500E0,-1.582209778E0,1.074765015E-1,1.115555191E1,1.126770950E1
2.624157500E0,-1.591340790E0,-2.031275940E-1,1.103535187E1,1.115135046E1
2.634195500E0,-1.489851837E0,-3.468287659E-1,1.085377945E1,1.096104361E1
2.644232499E0,-1.424886932E0,-2.330653381E-1,1.070648575E1,1.080340036E1
2.654270500E0,-1.336121521E0,9.116043091E-2,1.065858536E1,1.074239139E1
2.664308500E0,-1.103505249E0,5.072950745E-1,1.055080948E1,1.062048270E1
2.674345500E0,-6.950047302E-1,8.448431396E-1,1.029394363E1,1.035191128E1
2.684383499E0,-3.385958862E-1,1.055305481E0,1.004875351E1,1.010968664E1
2.694420500E0,-1.978884888E-1,1.047821045E0,9.833650818E0,9.891298055E0
2.704458499E0,-1.815724182E-1,8.634045410E-1,9.790091400E0,9.829767320E0
2.714495500E0,-3.121009827E-1,5.760021973E-1,1.009770172E1,1.011893105E1
2.724533500E0,-5.477110291E-1,2.856060791E-1,1.047267197E1,1.049087300E1
2.734570500E0,-9.083111572E-1,6.227050781E-2,1.057161621E1,1.061074814E1
2.744608500E0,-1.206640778E0,-8.262817383E-2,1.046863037E1,1.053826510E1
2.754645499E0,-1.415456543E0,-3.787124634E-2,1.040725800E1,1.050314098E1
2.764683500E0,-1.573378143E0,1.478924561E-1,1.030232620E1,1.042282669E1
2.774720499E0,-1.720073090E0,3.137475586E-1,1.000639160E1,1.015799989E1
2.784758500E0,-1.820214844E0,3.739224243E-1,9.497749329E0,9.677822191E0
2.794796499E0,-2.003882904E0,4.068539429E-1,8.950487366E0,9.181083863E0
2.804833500E0,-2.288441162E0,4.567002869E-1,8.451125793E0,8.767386457E0
2.814871499E0,-2.600991211E0,4.860392761E-1,8.210576019E0,8.626409915E0
2.824908500E0,-2.785856781E0,5.060975647E-1,8.315507812E0,8.784349887E0
2.834946500E0,-2.713856506E0,5.944139099E-1,8.682694244E0,9.116332836E0
