"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.865810917E0,2.264191589E0,1.080453186E0,4.556524658E-1,2.549816035E0
2.875788917E0,2.661465454E0,6.545887756E-1,9.336085510E-1,2.895429114E0
2.885766917E0,3.196153564E0,2.839595032E-1,1.302142181E0,3.462889670E0
2.895743917E0,3.726650391E0,-2.668949890E-1,1.861229553E0,4.174126438E0
2.905721917E0,4.219425659E0,-9.589059448E-1,2.837050323E0,5.174157713E0
2.915699917E0,4.597539368E0,-1.514700165E0,3.841910706E0,6.179964619E0
2.925677917E0,5.309758301E0,-2.209555206E0,5.040318604E0,7.647253039E0
2.935655917E0,6.547833710E0,-3.468886414E0,6.897805939E0,1.012358761E1
2.945633917E0,7.654332733E0,-4.510420532E0,9.270521851E0,1.284037688E1
2.955611917E0,8.768914948E0,-5.020260315E0,1.149130371E1,1.530186080E1
2.965589917E0,1.011132339E1,-5.457950134E0,1.387674316E1,1.801643920E1
2.975567917E0,1.193602890E1,-6.373446350E0,1.628553406E1,2.117329034E1
2.985545917E0,1.413914749E1,-7.858807526E0,1.830887650E1,2.443135907E1
2.995523917E0,1.611084732E1,-9.420360260E0,1.968182144E1,2.712336049E1
3.005501917E0,1.715178268E1,-1.030502060E1,2.024764481E1,2.846654561E1
3.015479917E0,1.701930817E1,-1.002300705E1,1.992985565E1,2.805916369E1
3.025457917E0,1.557690765E1,-8.828790436E0,1.859687759E1,2.581533360E1
3.035435917E0,1.359053833E1,-7.474855957E0,1.685435120E1,2.290513824E1
3.045412917E0,1.166584076E1,-6.446644135E0,1.519190826E1,2.021002568E1
3.055390917E0,9.889484711E0,-5.676046600E0,1.377255981E1,1.788023536E1
3.065368917E0,8.346643066E0,-5.033283234E0,1.257534943E1,1.591036781E1
3.075346917E0,7.068451080E0,-4.329596558E0,1.149878815E1,1.417499686E1
3.085324917E0,6.066584473E0,-3.598217468E0,1.038046371E1,1.255008538E1
3.095302917E0,5.204527130E0,-2.982547760E0,9.249116364E0,1.102401230E1
3.105280917E0,4.416865082E0,-2.306254120E0,8.181536407E0,9.579407247E0
3.115258917E0,3.833827515E0,-1.615141296E0,7.091203766E0,8.221440608E0
3.125236917E0,3.489393768E0,-1.212927704E0,5.963448944E0,7.014968695E0
3.135214917E0,3.279679871E0,-9.909393311E-1,4.956492920E0,6.025369937E0
3.145192917E0,3.196303253E0,-6.408174133E-1,4.246369629E0,5.353378043E0
3.155170917E0,2.849474487E0,-3.255729675E-1,3.455264740E0,4.490474032E0
