Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),label
2.033335208,3.496429138,2.141895905,10.37043457,11.15162087,0.0
2.043276208,3.613336029,2.788700867,10.83162552,11.75402744,0.0
2.053217208,3.378175049,3.430117035,10.54512131,11.59212461,0.0
2.063158208,2.877166901,4.064797211,10.29618896,11.43731494,0.0
2.073099208,2.716700592,4.20056488,9.954000549,11.14034714,0.0
2.083040208,2.769241333,3.775748291,9.402996368,10.50434736,0.0
2.092982208,3.312910767,3.26800415,9.194030914,10.30463164,0.0
2.102923208,4.202211456,2.870730286,9.315129089,10.61467397,0.0
2.112864208,4.426594849,2.723436584,9.176367645,10.54597421,0.0
2.122805208,3.954326935,2.96263916,8.938661957,10.21340344,0.0
2.132746208,3.521726532,3.474424896,8.793912964,10.08995002,0.0
2.142688208,3.447630615,3.803889771,8.716224518,10.11574536,0.0
2.152629208,3.615731049,3.838617554,8.509354706,10.01087475,0.0
2.162570208,3.991749115,3.799997864,8.141868896,9.831788947,0.0
2.172511208,4.470453644,3.870351563,7.695946198,9.705264802,0.0
2.182452208,4.783901825,4.016747131,7.333699493,9.633437727,0.0
2.192393208,4.85230957,4.073778534,7.038663025,9.470129719,0.0
2.202335208,4.847519531,3.967499542,6.868616638,9.296095565,0.0
2.212276208,4.804558868,3.788322144,6.680457916,9.058901068,0.0
2.222217208,4.629273376,3.695066071,6.676116943,8.924921439,0.0
2.232158208,4.057761841,3.382516022,7.075187073,8.829785836,0.0
2.242099208,3.395389252,3.534899139,7.844886475,9.2502121,0.0
2.252040208,4.206103363,3.923191681,8.152646484,9.977393606,0.0
2.261982208,4.919370117,3.839515686,7.951614532,10.10793039,0.0
2.271923208,5.420827332,3.807182922,7.672894135,10.13673099,0.0
2.281864208,5.485043793,3.86361557,7.353458405,9.954224289,0.0
2.291805208,5.147645416,3.904181213,7.095694427,9.596341161,0.0
2.301746208,5.013973389,3.899540863,6.975195007,9.433964886,0.0
2.311688208,5.180576935,3.85538269,6.978188782,9.507758502,0.0
2.321629208,5.412744141,3.968996429,6.936725006,9.6524031,0.0
2.331570208,5.580395508,4.244273987,6.73269928,9.720283704,0.0
2.341511208,5.787864075,4.269122314,6.542295227,9.722468962,0.0
2.351452208,5.809868317,3.958967285,6.424340515,9.523662262,0.0
2.361393208,5.769152985,3.613485718,6.336173859,9.299865825,0.0
2.371335208,5.964496765,3.519032135,6.249953156,9.328489871,0.0
2.381276208,6.091881866,3.665727081,6.250102844,9.466380791,0.0
2.391217208,6.147117004,3.81212265,6.306086426,9.596147799,0.0
2.401158208,6.311026154,3.942800903,6.310128021,9.756661607,0.0
2.411099208,6.824608154,4.220623169,6.460714874,10.30193055,0.0
2.421041208,7.253765717,4.431833954,6.753805389,10.85689442,0.0
2.430982208,7.194638672,4.364024963,6.982978821,10.93478544,0.0
2.440923208,6.894961853,4.256698151,7.029382324,10.72717083,0.0
2.450864208,6.79467041,4.018244019,6.740632782,10.38026788,0.0
2.460805208,6.570287018,3.770958252,6.24710907,9.819122637,0.0
2.470746208,6.37000351,3.535797272,5.793252869,9.308092493,0.0
2.480688208,6.399043121,3.384461975,5.486241302,9.083015984,0.0
2.490629208,6.409221954,3.513942719,5.157375183,8.945637946,0.0
2.500570208,6.197262726,3.902684326,4.809797974,8.761915703,0.0
2.510507583,5.919290771,4.193828888,4.54814209,8.562231044,0.0
2.520448583,5.956413574,4.240980835,4.464017029,8.56692647,0.0
2.530389583,6.056255951,4.109105072,4.533322906,8.60894867,0.0
2.540331583,5.981112213,3.918701019,4.907544708,8.672595693,0.0
2.550272583,6.078110504,3.752396851,6.208190002,9.463906832,0.0
2.560213583,6.223308563,3.939358063,5.986051941,9.491097369,0.0
2.570154583,6.08559494,4.316573639,4.8559021,8.90208172,0.0
2.580095583,6.13125,4.468956757,4.563560028,8.853806028,0.0
2.590037583,5.712870026,4.283492432,4.123774567,8.245647823,0.0
2.599978583,5.196893005,4.165238342,3.914360046,7.725226335,0.0
2.609919583,4.799619141,4.122577057,3.864513702,7.413936312,0.0
2.619860583,4.838388519,3.988605652,3.806733856,7.335543685,0.0
2.629801583,5.019062805,3.939358063,3.507805481,7.281087328,0.0
2.639742583,5.107828217,4.112248535,3.239263916,7.313913304,0.0
2.649684583,5.168751526,4.302203522,3.329675903,7.50411148,0.0
2.659625583,5.227429504,4.459825745,3.698059845,7.803314136,0.0
2.669566583,5.408253479,4.772675171,4.260889435,8.377518293,0.0
2.679507583,5.673950958,5.042114868,4.808450775,8.98542379,0.0
2.689448583,5.830225983,5.0629216,5.245092773,9.334650949,0.0
2.699390583,5.914201355,4.936883698,5.548362122,9.493941254,0.0
2.709331583,5.7357724,4.758005676,5.651647339,9.353011316,0.0
2.719272583,5.542374573,4.500391388,5.694608002,9.132359982,0.0
2.729213583,5.515280914,4.227359161,5.804928589,9.054616776,0.0
2.739154583,5.613027649,3.960464172,6.071823578,9.168336676,0.0
2.749095583,5.672304382,3.866309967,6.450386353,9.419706676,0.0
2.759037583,5.71002594,4.028123474,6.683601379,9.669576121,0.0
2.768978583,5.584137726,3.756737823,6.45891861,9.328092132,0.0
2.778919583,5.940995636,3.83322876,6.458768921,9.57626064,0.0
2.788860583,6.464307404,4.13619873,6.770570526,10.23406251,0.0
2.798801583,6.413562927,3.718118134,6.857988739,10.09901982,0.0
2.808743583,6.352190552,3.092269592,6.885531464,9.865241993,0.0
2.818684583,6.678362274,3.027604065,6.985074463,10.12710098,0.0
2.828625583,6.789131927,3.289709015,7.122937775,10.37548747,0.0
2.838566583,6.737189941,3.400179291,7.34342926,10.5298101,0.0
2.848507583,6.726711731,3.288062439,7.496560822,10.59520785,0.0
2.858448583,6.804849243,3.049757996,7.523355103,10.59282158,0.0
2.868390583,6.776408386,2.853516083,7.547604675,10.53701101,0.0
2.878331583,6.968309326,2.81399826,7.807913361,10.83694755,0.0
2.888272583,7.532336426,2.968177643,8.186775513,11.51388135,0.0
2.898213583,7.525750122,3.189866638,8.170609131,11.55729283,0.0
2.908154583,6.813680878,3.2235466,7.539970551,10.66155034,0.0
2.918095583,6.232888641,3.126548309,6.854994965,9.778300523,0.0
2.928037583,6.023174744,2.935994568,6.27629837,9.180992285,0.0
2.937978583,5.939049683,2.798131256,5.66556839,8.67182304,0.0
2.947919583,5.761967926,2.738106079,5.310806122,8.300732555,0.0
2.957860583,5.782175903,2.697690125,5.219496002,8.243435491,0.0
2.967801583,5.782924347,2.587968292,5.24194931,8.223005926,0.0
2.977742583,5.622907104,2.395618286,5.536237335,8.24657475,0.0
2.987684583,6.021677856,2.098186798,5.950426025,8.721843952,0.0
2.997625583,6.653663635,1.892963562,6.538103943,9.518474352,0.0
3.007566583,7.009922791,1.853894806,7.202422485,10.22011904,0.0
3.017507583,7.377857666,1.951791229,7.759563904,10.88361634,0.0
3.027448583,7.796686707,2.104024658,8.033943329,11.39120225,0.0
3.037389583,8.05130722,2.248623962,8.170609131,11.68925623,0.0
3.047331583,7.884853363,2.394271088,8.153993683,11.5927158,0.0
3.057272583,7.683222656,2.548300781,7.919730835,11.32465822,0.0
3.067213583,7.525899811,2.624192963,7.527995453,10.96340605,0.0
3.077154583,7.488178253,2.631228333,7.151827698,10.68385771,0.0
3.087095583,7.597451019,2.633174286,7.034771118,10.68376682,0.0
3.097037583,7.62544281,2.739602966,7.068600769,10.75257733,0.0
3.106978583,7.503446503,2.907553711,7.067103882,10.70978689,0.0
3.116919583,7.430398407,2.963537292,7.022346954,10.64456343,0.0
3.126860583,7.609276428,2.915786591,7.006330261,10.7467001,0.0
3.136801583,7.889344025,2.946772156,7.137008514,11.03911708,0.0
3.146742583,7.91793457,3.198099518,7.223079529,11.18456107,0.0
3.156684583,7.792046356,3.441643066,7.211553497,11.16097654,0.0
3.166625583,7.680827637,3.5009198,7.082821198,11.01897948,0.0
3.176566583,7.622449036,3.447480927,6.801256714,10.78164862,0.0
3.186507583,7.471413116,3.38625824,6.609655151,10.53452894,0.0
3.196448583,7.255861359,3.396137695,6.446943512,10.28320747,0.0
3.206389583,7.193291473,3.44358902,6.277196503,10.14913511,0.0
3.216331583,7.129524078,3.484454041,6.238726501,10.09421824,0.0
3.226272583,7.257058868,3.504662018,6.4179039,10.30228372,0.0
3.236213583,7.564070435,3.598217468,6.735693054,10.74857625,0.0
3.246154583,7.712112579,3.8366716,6.888824615,11.02962529,0.0
3.256095583,7.725883942,4.02977005,6.865622864,11.09347135,0.0
3.266036583,7.64654892,4.008214874,6.767876129,10.96994276,0.0
